year,Zip Code,Highest Offense Description,Reports
2014,78747,Robbery,2
2014,78747,Sexual Assault,15
2014,78747,Theft,69
2014,78748,Aggravated Assault,324
2014,78748,Arson,2
2014,78748,Burglary,577
2014,78748,Manslaughter,1
2014,78748,Motor Vehicle Theft,73
2014,78748,Murder,1
2014,78748,Other,2206
2014,78748,Robbery,13
2014,78748,Sexual Assault,24
2014,78748,Theft,918
2014,78749,Aggravated Assault,137
2014,78749,Arson,1
2014,78749,Burglary,319
2014,78749,Motor Vehicle Theft,37
2014,78749,Murder,2
2014,78749,Other,998
2014,78749,Robbery,9
2014,78749,Sexual Assault,15
2014,78749,Theft,428
2014,78750,Aggravated Assault,92
2014,78750,Arson,1
2014,78750,Burglary,207
2014,78750,Motor Vehicle Theft,14
2014,78750,Murder,2
2014,78750,Other,797
2014,78750,Robbery,7
2014,78750,Sexual Assault,15
2014,78750,Theft,168
2014,78751,Aggravated Assault,1098
2014,78751,Arson,2
2014,78751,Burglary,287
2014,78751,Motor Vehicle Theft,55
2014,78751,Other,1324
2014,78751,Robbery,11
2014,78751,Sexual Assault,32
2014,78751,Theft,556
2014,78752,Aggravated Assault,503
2014,78752,Arson,1
2014,78752,Burglary,530
2014,78752,Motor Vehicle Theft,81
2014,78752,Other,2287
2014,78752,Robbery,48
2014,78752,Sexual Assault,37
2014,78752,Theft,606
2014,78753,Aggravated Assault,932
2014,78753,Arson,12
2014,78753,Burglary,1185
2014,78753,Manslaughter,1
2014,78753,Motor Vehicle Theft,220
2014,78753,Murder,4
2014,78753,Other,5200
2014,78753,Robbery,107
2014,78753,Sexual Assault,97
2014,78753,Theft,2249
2014,78754,Aggravated Assault,131
2014,78754,Arson,1
2014,78754,Burglary,248
2014,78754,Motor Vehicle Theft,27
2014,78754,Other,790
2014,78754,Robbery,2
2014,78754,Sexual Assault,6
2014,78754,Theft,160
2014,78756,Aggravated Assault,73
2014,78756,Burglary,150
2014,78756,Motor Vehicle Theft,16
2014,78756,Other,418
2014,78756,Robbery,3
2014,78756,Sexual Assault,11
2014,78756,Theft,187
2014,78757,Aggravated Assault,225
2014,78757,Burglary,502
2014,78757,Motor Vehicle Theft,45
2014,78757,Murder,2
2014,78757,Other,1476
2014,78757,Robbery,14
2014,78757,Sexual Assault,26
2014,78757,Theft,541
2014,78758,Aggravated Assault,869
2014,78758,Arson,9
2014,78758,Burglary,1145
2014,78758,Motor Vehicle Theft,228
2014,78758,Other,4466
2014,78758,Robbery,77
2014,78758,Sexual Assault,88
2014,78758,Theft,1223
2014,78759,Aggravated Assault,224
2014,78759,Burglary,901
2014,78759,Motor Vehicle Theft,63
2014,78759,Murder,1
2014,78759,Other,1533
2014,78759,Robbery,15
2014,78759,Sexual Assault,26
2014,78759,Theft,551
2015,78610,Other,5
2015,78610,Theft,1
2015,78613,Aggravated Assault,20
2015,78613,Burglary,43
2015,78613,Motor Vehicle Theft,6
2015,78613,Other,150
2015,78613,Robbery,7
2015,78613,Sexual Assault,6
2015,78613,Theft,336
2015,78617,Aggravated Assault,183
2015,78617,Burglary,121
2015,78617,Motor Vehicle Theft,24
2015,78617,Other,690
2015,78617,Robbery,7
2015,78617,Sexual Assault,11
2015,78617,Theft,103
2015,78641,Other,1
2015,78652,Aggravated Assault,2
2015,78652,Burglary,7
2015,78652,Other,30
2015,78652,Theft,7
2015,78653,Aggravated Assault,12
2015,78653,Burglary,10
2015,78653,Motor Vehicle Theft,1
2015,78653,Other,62
2015,78653,Sexual Assault,1
2015,78653,Theft,17
2015,78660,Aggravated Assault,33
2015,78660,Arson,2
2015,78660,Burglary,55
2015,78660,Motor Vehicle Theft,7
2015,78660,Other,191
2015,78660,Robbery,3
2015,78660,Sexual Assault,1
2015,78660,Theft,61
2015,78664,Other,6
2015,78664,Theft,1
2015,78681,Aggravated Assault,1
2015,78681,Other,1
2015,78701,Aggravated Assault,1003
2015,78701,Arson,7
2015,78701,Burglary,409
2015,78701,Motor Vehicle Theft,69
2015,78701,Murder,1
2015,78701,Other,5402
2015,78701,Robbery,86
2015,78701,Sexual Assault,96
2015,78701,Theft,1485
2015,78702,Aggravated Assault,617
2015,78702,Arson,3
2015,78702,Burglary,682
2015,78702,Manslaughter,1
2015,78702,Motor Vehicle Theft,78
2015,78702,Murder,3
2015,78702,Other,3296
2015,78702,Robbery,52
2015,78702,Sexual Assault,49
2015,78702,Theft,784
2015,78703,Aggravated Assault,72
2015,78703,Arson,1
2015,78703,Burglary,292
2015,78703,Motor Vehicle Theft,23
2015,78703,Murder,1
2015,78703,Other,1127
2015,78703,Robbery,8
2015,78703,Sexual Assault,15
2015,78703,Theft,394
2015,78704,Aggravated Assault,575
2015,78704,Arson,4
2015,78704,Burglary,916
2015,78704,Manslaughter,1
2015,78704,Motor Vehicle Theft,154
2015,78704,Other,4517
2015,78704,Robbery,41
2015,78704,Sexual Assault,68
2015,78704,Theft,1434
2015,78705,Aggravated Assault,254
2015,78705,Arson,2
2015,78705,Burglary,532
2015,78705,Motor Vehicle Theft,77
2015,78705,Murder,1
2015,78705,Other,1378
2015,78705,Robbery,14
2015,78705,Sexual Assault,40
2015,78705,Theft,677
2015,78712,Aggravated Assault,2
2015,78712,Other,13
2015,78712,Theft,3
2015,78717,Aggravated Assault,66
2015,78717,Arson,1
2015,78717,Burglary,92
2015,78717,Motor Vehicle Theft,8
2015,78717,Other,415
2015,78717,Robbery,1
2015,78717,Sexual Assault,6
2015,78717,Theft,125
2015,78719,Aggravated Assault,29
2015,78719,Burglary,14
2015,78719,Motor Vehicle Theft,36
2015,78719,Other,712
2015,78719,Theft,145
2015,78721,Aggravated Assault,291
2015,78721,Burglary,175
2015,78721,Motor Vehicle Theft,23
2015,78721,Murder,1
2015,78721,Other,1373
2015,78721,Robbery,13
2015,78721,Sexual Assault,15
2015,78721,Theft,220
2015,78722,Aggravated Assault,92
2015,78722,Arson,2
2015,78722,Burglary,123
2015,78722,Motor Vehicle Theft,23
2015,78722,Other,491
2015,78722,Robbery,10
2015,78722,Sexual Assault,8
2015,78722,Theft,170
2015,78723,Aggravated Assault,802
2015,78723,Arson,5
2015,78723,Burglary,710
2015,78723,Motor Vehicle Theft,94
2015,78723,Murder,1
2015,78723,Other,3367
2015,78723,Robbery,72
2015,78723,Sexual Assault,66
2015,78723,Theft,1148
2015,78724,Aggravated Assault,324
2015,78724,Arson,2
2015,78724,Burglary,245
2015,78724,Motor Vehicle Theft,36
2015,78724,Other,1322
2015,78724,Robbery,23
2015,78724,Sexual Assault,35
2015,78724,Theft,195
2015,78725,Aggravated Assault,22
2015,78725,Burglary,13
2015,78725,Other,122
2015,78725,Sexual Assault,3
2015,78725,Theft,30
2015,78726,Aggravated Assault,72
2015,78726,Arson,1
2015,78726,Burglary,76
2015,78726,Motor Vehicle Theft,9
2015,78726,Other,413
2015,78726,Robbery,5
2015,78726,Sexual Assault,10
2015,78726,Theft,120
2015,78727,Aggravated Assault,149
2015,78727,Arson,1
2015,78727,Burglary,273
2015,78727,Motor Vehicle Theft,25
2015,78727,Other,1032
2015,78727,Robbery,4
2015,78727,Sexual Assault,18
2015,78727,Theft,213
2015,78728,Aggravated Assault,5
2015,78728,Burglary,5
2015,78728,Other,38
2015,78728,Sexual Assault,1
2015,78728,Theft,8
2015,78729,Aggravated Assault,131
2015,78729,Burglary,194
2015,78729,Motor Vehicle Theft,27
2015,78729,Other,981
2015,78729,Robbery,7
2015,78729,Sexual Assault,18
2015,78729,Theft,263
2015,78730,Aggravated Assault,20
2015,78730,Burglary,21
2015,78730,Manslaughter,1
2015,78730,Motor Vehicle Theft,2
2015,78730,Other,101
2015,78730,Sexual Assault,2
2015,78730,Theft,26
2015,78731,Aggravated Assault,74
2015,78731,Burglary,333
2015,78731,Motor Vehicle Theft,17
2015,78731,Murder,1
2015,78731,Other,690
2015,78731,Robbery,3
2015,78731,Sexual Assault,9
2015,78731,Theft,206
2015,78732,Other,14
2015,78732,Theft,1
2015,78733,Other,57
2015,78733,Theft,1
2015,78734,Other,4
2015,78735,Aggravated Assault,72
2015,78735,Burglary,139
2015,78735,Motor Vehicle Theft,13
2015,78735,Other,453
2015,78735,Robbery,2
2015,78735,Sexual Assault,6
2015,78735,Theft,126
2015,78736,Aggravated Assault,22
2015,78736,Burglary,38
2015,78736,Motor Vehicle Theft,1
2015,78736,Other,133
2015,78736,Theft,31
2015,78737,Aggravated Assault,4
2015,78737,Burglary,1
2015,78737,Other,8
2015,78737,Theft,3
2015,78738,Other,1
2015,78739,Aggravated Assault,19
2015,78739,Arson,1
2015,78739,Burglary,123
2015,78739,Motor Vehicle Theft,7
2015,78739,Other,201
2015,78739,Sexual Assault,5
2015,78739,Theft,51
2015,78741,Aggravated Assault,1238
2015,78741,Arson,6
2015,78741,Burglary,1062
2015,78741,Motor Vehicle Theft,165
2015,78741,Murder,1
2015,78741,Other,5459
2015,78741,Robbery,119
2015,78741,Sexual Assault,109
2015,78741,Theft,1430
2015,78742,Aggravated Assault,22
2015,78742,Burglary,10
2015,78742,Motor Vehicle Theft,2
2015,78742,Other,107
2015,78742,Robbery,2
2015,78742,Theft,13
2015,78744,Aggravated Assault,830
2015,78744,Arson,8
2015,78744,Burglary,780
2015,78744,Motor Vehicle Theft,131
2015,78744,Murder,2
2015,78744,Other,3977
2015,78744,Robbery,50
2015,78744,Sexual Assault,78
2015,78744,Theft,779
2015,78745,Aggravated Assault,776
2015,78745,Arson,9
2015,78745,Burglary,975
2015,78745,Motor Vehicle Theft,144
2015,78745,Murder,4
2015,78745,Other,4173
2015,78745,Robbery,33
2015,78745,Sexual Assault,57
2015,78745,Theft,1122
2015,78746,Aggravated Assault,58
2015,78746,Arson,1
2015,78746,Burglary,244
2015,78746,Motor Vehicle Theft,32
2015,78746,Other,682
2015,78746,Robbery,10
2015,78746,Sexual Assault,6
2015,78746,Theft,525
2015,78747,Aggravated Assault,82
2015,78747,Burglary,158
2015,78747,Manslaughter,1
2015,78747,Motor Vehicle Theft,18
2015,78747,Other,548
2015,78747,Robbery,1
2015,78747,Sexual Assault,10
2015,78747,Theft,77
2015,78748,Aggravated Assault,406
2015,78748,Arson,2
2015,78748,Burglary,451
2015,78748,Motor Vehicle Theft,57
2015,78748,Other,2155
2015,78748,Robbery,20
2015,78748,Sexual Assault,39
2015,78748,Theft,1018
2015,78749,Aggravated Assault,165
2015,78749,Burglary,315
2015,78749,Manslaughter,1
2015,78749,Motor Vehicle Theft,38
2015,78749,Other,1091
2015,78749,Robbery,10
2015,78749,Sexual Assault,16
2015,78749,Theft,456
2015,78750,Aggravated Assault,112
2015,78750,Arson,2
2015,78750,Burglary,221
2015,78750,Motor Vehicle Theft,10
2015,78750,Other,810
2015,78750,Robbery,3
2015,78750,Sexual Assault,17
2015,78750,Theft,160
2015,78751,Aggravated Assault,1031
2015,78751,Arson,4
2015,78751,Burglary,290
2015,78751,Motor Vehicle Theft,54
2015,78751,Other,1132
2015,78751,Robbery,13
2015,78751,Sexual Assault,35
2015,78751,Theft,566
2015,78752,Aggravated Assault,465
2015,78752,Burglary,463
2015,78752,Manslaughter,1
2015,78752,Motor Vehicle Theft,89
2015,78752,Murder,2
2015,78752,Other,1990
2015,78752,Robbery,42
2015,78752,Sexual Assault,52
2015,78752,Theft,516
2015,78753,Aggravated Assault,973
2015,78753,Arson,6
2015,78753,Burglary,1181
2015,78753,Motor Vehicle Theft,167
2015,78753,Murder,3
2015,78753,Other,5071
2015,78753,Robbery,99
2015,78753,Sexual Assault,104
2015,78753,Theft,1879
2015,78754,Aggravated Assault,120
2015,78754,Arson,1
2015,78754,Burglary,209
2015,78754,Motor Vehicle Theft,24
2015,78754,Murder,1
2015,78754,Other,700
2015,78754,Robbery,4
2015,78754,Sexual Assault,14
2015,78754,Theft,158
2015,78756,Aggravated Assault,79
2015,78756,Arson,2
2015,78756,Burglary,137
2015,78756,Motor Vehicle Theft,16
2015,78756,Other,397
2015,78756,Robbery,5
2015,78756,Sexual Assault,4
2015,78756,Theft,192
2015,78757,Aggravated Assault,220
2015,78757,Burglary,517
2015,78757,Motor Vehicle Theft,62
2015,78757,Other,1377
2015,78757,Robbery,19
2015,78757,Sexual Assault,12
2015,78757,Theft,584
2015,78758,Aggravated Assault,917
2015,78758,Arson,6
2015,78758,Burglary,1023
2015,78758,Motor Vehicle Theft,176
2015,78758,Murder,1
2015,78758,Other,4640
2015,78758,Robbery,83
2015,78758,Sexual Assault,101
2015,78758,Theft,1111
2015,78759,Aggravated Assault,200
2015,78759,Arson,4
2015,78759,Burglary,752
2015,78759,Motor Vehicle Theft,56
2015,78759,Other,1613
2015,78759,Robbery,15
2015,78759,Sexual Assault,28
2015,78759,Theft,573
2016,78610,Other,4
2016,78613,Aggravated Assault,23
2016,78613,Burglary,44
2016,78613,Motor Vehicle Theft,12
2016,78613,Murder,1
2016,78613,Other,140
2016,78613,Robbery,2
2016,78613,Sexual Assault,6
2016,78613,Theft,278
2016,78617,Aggravated Assault,130
2016,78617,Burglary,129
2016,78617,Motor Vehicle Theft,23
2016,78617,Murder,1
2016,78617,Other,532
2016,78617,Robbery,6
2016,78617,Sexual Assault,16
2016,78617,Theft,104
2016,78652,Aggravated Assault,1
2016,78652,Burglary,13
2016,78652,Other,27
2016,78652,Theft,3
2016,78653,Aggravated Assault,10
2016,78653,Arson,2
2016,78653,Burglary,19
2016,78653,Motor Vehicle Theft,4
2016,78653,Other,78
2016,78653,Robbery,1
2016,78653,Sexual Assault,1
2016,78653,Theft,24
2016,78660,Aggravated Assault,33
2016,78660,Burglary,59
2016,78660,Motor Vehicle Theft,12
2016,78660,Murder,1
2016,78660,Other,169
2016,78660,Robbery,4
2016,78660,Sexual Assault,5
2016,78660,Theft,110
2016,78664,Aggravated Assault,2
2016,78664,Other,2
2016,78664,Sexual Assault,1
2016,78664,Theft,1
2016,78681,Other,4
2016,78701,Aggravated Assault,970
2016,78701,Arson,3
2016,78701,Burglary,352
2016,78701,Manslaughter,1
2016,78701,Motor Vehicle Theft,51
2016,78701,Murder,1
2016,78701,Other,5058
2016,78701,Robbery,70
2016,78701,Sexual Assault,102
2016,78701,Theft,1467
2016,78702,Aggravated Assault,588
2016,78702,Arson,10
2016,78702,Burglary,592
2016,78702,Motor Vehicle Theft,86
2016,78702,Other,3325
2016,78702,Robbery,80
2016,78702,Sexual Assault,49
2016,78702,Theft,705
2016,78703,Aggravated Assault,76
2016,78703,Arson,2
2016,78703,Burglary,233
2016,78703,Motor Vehicle Theft,33
2016,78703,Negligent Homicide,1
2016,78703,Other,1010
2016,78703,Robbery,9
2016,78703,Sexual Assault,12
2016,78703,Theft,364
2016,78704,Aggravated Assault,550
2016,78704,Arson,2
2016,78704,Burglary,962
2016,78704,Motor Vehicle Theft,163
2016,78704,Murder,1
2016,78704,Other,4285
2016,78704,Robbery,33
2016,78704,Sexual Assault,69
2016,78704,Theft,1327
2016,78705,Aggravated Assault,186
2016,78705,Arson,2
2016,78705,Burglary,416
2016,78705,Motor Vehicle Theft,74
2016,78705,Other,1240
2016,78705,Robbery,11
2016,78705,Sexual Assault,49
2016,78705,Theft,593
2016,78712,Aggravated Assault,1
2016,78712,Burglary,1
2016,78712,Motor Vehicle Theft,1
2016,78712,Murder,1
2016,78712,Other,12
2016,78712,Sexual Assault,3
2016,78712,Theft,2
2016,78717,Aggravated Assault,63
2016,78717,Arson,1
2016,78717,Burglary,101
2016,78717,Motor Vehicle Theft,4
2016,78717,Other,485
2016,78717,Robbery,3
2016,78717,Sexual Assault,5
2016,78717,Theft,190
2016,78719,Aggravated Assault,25
2016,78719,Burglary,18
2016,78719,Motor Vehicle Theft,15
2016,78719,Other,796
2016,78719,Robbery,1
2016,78719,Sexual Assault,1
2016,78719,Theft,130
2016,78721,Aggravated Assault,326
2016,78721,Arson,5
2016,78721,Burglary,173
2016,78721,Motor Vehicle Theft,29
2016,78721,Murder,2
2016,78721,Other,1375
2016,78721,Robbery,19
2016,78721,Sexual Assault,19
2016,78721,Theft,215
2016,78722,Aggravated Assault,91
2016,78722,Arson,1
2016,78722,Burglary,103
2016,78722,Motor Vehicle Theft,10
2016,78722,Other,456
2016,78722,Robbery,5
2016,78722,Sexual Assault,9
2016,78722,Theft,135
2016,78723,Aggravated Assault,777
2016,78723,Arson,4
2016,78723,Burglary,677
2016,78723,Manslaughter,1
2016,78723,Motor Vehicle Theft,87
2016,78723,Murder,6
2016,78723,Other,3375
2016,78723,Robbery,77
2016,78723,Sexual Assault,78
2016,78723,Theft,1035
2016,78724,Aggravated Assault,329
2016,78724,Arson,2
2016,78724,Burglary,236
2016,78724,Manslaughter,1
2016,78724,Motor Vehicle Theft,34
2016,78724,Murder,2
2016,78724,Other,1269
2016,78724,Robbery,13
2016,78724,Sexual Assault,21
2016,78724,Theft,167
2016,78725,Aggravated Assault,20
2016,78725,Burglary,36
2016,78725,Motor Vehicle Theft,10
2016,78725,Other,128
2016,78725,Robbery,2
2016,78725,Sexual Assault,4
2016,78725,Theft,24
2016,78726,Aggravated Assault,58
2016,78726,Burglary,104
2016,78726,Motor Vehicle Theft,17
2016,78726,Other,404
2016,78726,Robbery,2
2016,78726,Sexual Assault,8
2016,78726,Theft,88
2016,78727,Aggravated Assault,134
2016,78727,Burglary,212
2016,78727,Motor Vehicle Theft,29
2016,78727,Murder,2
2016,78727,Other,955
2016,78727,Robbery,6
2016,78727,Sexual Assault,18
2016,78727,Theft,268
2016,78728,Aggravated Assault,9
2016,78728,Burglary,3
2016,78728,Manslaughter,1
2016,78728,Motor Vehicle Theft,1
2016,78728,Other,32
2016,78728,Sexual Assault,3
2016,78728,Theft,2
2016,78729,Aggravated Assault,180
2016,78729,Burglary,226
2016,78729,Motor Vehicle Theft,29
2016,78729,Other,1028
2016,78729,Robbery,13
2016,78729,Sexual Assault,25
2016,78729,Theft,260
2016,78730,Aggravated Assault,14
2016,78730,Burglary,24
2016,78730,Motor Vehicle Theft,2
2016,78730,Other,82
2016,78730,Sexual Assault,1
2016,78730,Theft,23
2016,78731,Aggravated Assault,94
2016,78731,Burglary,270
2016,78731,Motor Vehicle Theft,19
2016,78731,Other,645
2016,78731,Robbery,4
2016,78731,Sexual Assault,9
2016,78731,Theft,194
2016,78732,Other,11
2016,78732,Theft,1
2016,78733,Other,26
2016,78734,Other,3
2016,78735,Aggravated Assault,73
2016,78735,Arson,1
2016,78735,Burglary,135
2016,78735,Motor Vehicle Theft,7
2016,78735,Other,462
2016,78735,Robbery,1
2016,78735,Sexual Assault,12
2016,78735,Theft,147
2016,78736,Aggravated Assault,20
2016,78736,Burglary,70
2016,78736,Motor Vehicle Theft,3
2016,78736,Other,156
2016,78736,Sexual Assault,1
2016,78736,Theft,42
2016,78737,Aggravated Assault,1
2016,78737,Other,7
2016,78737,Theft,1
2016,78738,Aggravated Assault,1
2016,78738,Other,1
2016,78739,Aggravated Assault,19
2016,78739,Burglary,97
2016,78739,Motor Vehicle Theft,6
2016,78739,Other,203
2016,78739,Sexual Assault,4
2016,78739,Theft,40
2016,78741,Aggravated Assault,1184
2016,78741,Arson,4
2016,78741,Burglary,1307
2016,78741,Motor Vehicle Theft,243
2016,78741,Murder,3
2016,78741,Other,5459
2016,78741,Robbery,138
2016,78741,Sexual Assault,119
2016,78741,Theft,1460
2016,78742,Aggravated Assault,26
2016,78742,Burglary,22
2016,78742,Motor Vehicle Theft,3
2016,78742,Other,92
2016,78742,Robbery,1
2016,78742,Sexual Assault,2
2016,78742,Theft,27
2016,78744,Aggravated Assault,773
2016,78744,Arson,7
2016,78744,Burglary,785
2016,78744,Manslaughter,1
2016,78744,Motor Vehicle Theft,124
2016,78744,Other,3945
2016,78744,Robbery,40
2016,78744,Sexual Assault,79
2016,78744,Theft,803
2016,78745,Aggravated Assault,732
2016,78745,Arson,6
2016,78745,Burglary,914
2016,78745,Manslaughter,2
2016,78745,Motor Vehicle Theft,139
2016,78745,Murder,1
2016,78745,Other,4194
2016,78745,Robbery,47
2016,78745,Sexual Assault,65
2016,78745,Theft,1002
2016,78746,Aggravated Assault,61
2016,78746,Burglary,258
2016,78746,Motor Vehicle Theft,37
2016,78746,Other,742
2016,78746,Robbery,6
2016,78746,Sexual Assault,8
2016,78746,Theft,515
2016,78747,Aggravated Assault,87
2016,78747,Burglary,117
2016,78747,Motor Vehicle Theft,22
2016,78747,Murder,1
2016,78747,Other,505
2016,78747,Robbery,1
2016,78747,Sexual Assault,6
2016,78747,Theft,66
2016,78748,Aggravated Assault,318
2016,78748,Arson,1
2016,78748,Burglary,458
2016,78748,Motor Vehicle Theft,75
2016,78748,Other,2093
2016,78748,Robbery,20
2016,78748,Sexual Assault,46
2016,78748,Theft,769
2016,78749,Aggravated Assault,145
2016,78749,Burglary,283
2016,78749,Motor Vehicle Theft,26
2016,78749,Murder,1
2016,78749,Other,1106
2016,78749,Robbery,5
2016,78749,Sexual Assault,13
2016,78749,Theft,441
2016,78750,Aggravated Assault,110
2016,78750,Burglary,166
2016,78750,Motor Vehicle Theft,11
2016,78750,Other,780
2016,78750,Robbery,6
2016,78750,Sexual Assault,20
2016,78750,Theft,139
2016,78751,Aggravated Assault,1036
2016,78751,Burglary,311
2016,78751,Motor Vehicle Theft,42
2016,78751,Other,1045
2016,78751,Robbery,21
2016,78751,Sexual Assault,41
2016,78751,Theft,516
2016,78752,Aggravated Assault,451
2016,78752,Arson,5
2016,78752,Burglary,554
2016,78752,Motor Vehicle Theft,75
2016,78752,Murder,2
2016,78752,Other,1935
2016,78752,Robbery,62
2016,78752,Sexual Assault,48
2016,78752,Theft,476
2016,78753,Aggravated Assault,930
2016,78753,Arson,9
2016,78753,Burglary,1014
2016,78753,Motor Vehicle Theft,172
2016,78753,Murder,4
2016,78753,Other,4863
2016,78753,Robbery,106
2016,78753,Sexual Assault,90
2016,78753,Theft,1620
2016,78754,Aggravated Assault,141
2016,78754,Burglary,180
2016,78754,Motor Vehicle Theft,22
2016,78754,Murder,1
2016,78754,Other,727
2016,78754,Robbery,3
2016,78754,Sexual Assault,13
2016,78754,Theft,173
2016,78756,Aggravated Assault,71
2016,78756,Burglary,131
2016,78756,Motor Vehicle Theft,10
2016,78756,Other,413
2016,78756,Robbery,4
2016,78756,Sexual Assault,11
2016,78756,Theft,172
2016,78757,Aggravated Assault,223
2016,78757,Arson,1
2016,78757,Burglary,449
2016,78757,Motor Vehicle Theft,52
2016,78757,Other,1232
2016,78757,Robbery,19
2016,78757,Sexual Assault,27
2016,78757,Theft,526
2016,78758,Aggravated Assault,874
2016,78758,Arson,8
2016,78758,Burglary,905
2016,78758,Motor Vehicle Theft,158
2016,78758,Murder,4
2016,78758,Other,4799
2016,78758,Robbery,107
2016,78758,Sexual Assault,116
2016,78758,Theft,1101
2016,78759,Aggravated Assault,203
2016,78759,Arson,1
2016,78759,Burglary,491
2016,78759,Motor Vehicle Theft,38
2016,78759,Other,1617
2016,78759,Robbery,15
2016,78759,Sexual Assault,28
2016,78759,Theft,627
2017,78610,Other,4
2017,78613,Aggravated Assault,37
2017,78613,Burglary,68
2017,78613,Motor Vehicle Theft,6
2017,78613,Other,161
2017,78613,Robbery,1
2017,78613,Sexual Assault,6
2017,78613,Theft,236
2017,78617,Aggravated Assault,166
2017,78617,Arson,1
2017,78617,Burglary,105
2017,78617,Motor Vehicle Theft,19
2017,78617,Other,625
2017,78617,Robbery,9
2017,78617,Sexual Assault,15
2017,78617,Theft,78
2017,78641,Other,1
2017,78652,Aggravated Assault,5
2017,78652,Burglary,6
2017,78652,Motor Vehicle Theft,1
2017,78652,Other,29
2017,78652,Sexual Assault,2
2017,78652,Theft,2
2017,78653,Aggravated Assault,14
2017,78653,Arson,1
2017,78653,Burglary,20
2017,78653,Motor Vehicle Theft,2
2017,78653,Other,70
2017,78653,Sexual Assault,1
2017,78653,Theft,16
2017,78660,Aggravated Assault,63
2017,78660,Burglary,67
2017,78660,Motor Vehicle Theft,8
2017,78660,Other,212
2017,78660,Robbery,3
2017,78660,Sexual Assault,8
2017,78660,Theft,122
2017,78664,Aggravated Assault,1
2017,78664,Other,1
2017,78681,Aggravated Assault,2
2017,78681,Other,9
2017,78681,Sexual Assault,1
2017,78701,Aggravated Assault,1057
2017,78701,Arson,2
2017,78701,Burglary,425
2017,78701,Manslaughter,1
2017,78701,Motor Vehicle Theft,63
2017,78701,Other,5467
2017,78701,Robbery,52
2017,78701,Sexual Assault,100
2017,78701,Theft,1165
2017,78702,Aggravated Assault,615
2017,78702,Arson,21
2017,78702,Burglary,601
2017,78702,Motor Vehicle Theft,123
2017,78702,Murder,1
2017,78702,Other,3092
2017,78702,Robbery,67
2017,78702,Sexual Assault,59
2017,78702,Theft,679
2017,78703,Aggravated Assault,77
2017,78703,Burglary,264
2017,78703,Motor Vehicle Theft,28
2017,78703,Other,905
2017,78703,Robbery,5
2017,78703,Sexual Assault,17
2017,78703,Theft,293
2017,78704,Aggravated Assault,596
2017,78704,Arson,5
2017,78704,Burglary,879
2017,78704,Motor Vehicle Theft,150
2017,78704,Murder,1
2017,78704,Other,3988
2017,78704,Robbery,47
2017,78704,Sexual Assault,84
2017,78704,Theft,1310
2017,78705,Aggravated Assault,237
2017,78705,Arson,3
2017,78705,Burglary,235
2017,78705,Motor Vehicle Theft,79
2017,78705,Other,1190
2017,78705,Robbery,7
2017,78705,Sexual Assault,52
2017,78705,Theft,504
2017,78712,Aggravated Assault,3
2017,78712,Burglary,1
2017,78712,Other,5
2017,78712,Theft,4
2017,78717,Aggravated Assault,94
2017,78717,Burglary,124
2017,78717,Motor Vehicle Theft,7
2017,78717,Other,506
2017,78717,Robbery,4
2017,78717,Sexual Assault,6
2017,78717,Theft,169
2017,78719,Aggravated Assault,29
2017,78719,Burglary,7
2017,78719,Motor Vehicle Theft,12
2017,78719,Other,723
2017,78719,Robbery,2
2017,78719,Sexual Assault,1
2017,78719,Theft,132
2017,78721,Aggravated Assault,264
2017,78721,Arson,5
2017,78721,Burglary,161
2017,78721,Motor Vehicle Theft,27
2017,78721,Other,1258
2017,78721,Robbery,14
2017,78721,Sexual Assault,21
2017,78721,Theft,183
2017,78722,Aggravated Assault,83
2017,78722,Arson,1
2017,78722,Burglary,100
2017,78722,Motor Vehicle Theft,22
2017,78722,Other,497
2017,78722,Robbery,16
2017,78722,Sexual Assault,10
2017,78722,Theft,98
2017,78723,Aggravated Assault,738
2017,78723,Arson,6
2017,78723,Burglary,690
2017,78723,Motor Vehicle Theft,77
2017,78723,Murder,2
2017,78723,Other,3246
2017,78723,Robbery,81
2017,78723,Sexual Assault,60
2017,78723,Theft,862
2017,78724,Aggravated Assault,317
2017,78724,Arson,1
2017,78724,Burglary,149
2017,78724,Motor Vehicle Theft,25
2017,78724,Murder,1
2017,78724,Other,1169
2017,78724,Robbery,14
2017,78724,Sexual Assault,30
2017,78724,Theft,167
2017,78725,Aggravated Assault,34
2017,78725,Burglary,13
2017,78725,Motor Vehicle Theft,7
2017,78725,Other,124
2017,78725,Sexual Assault,2
2017,78725,Theft,22
2017,78726,Aggravated Assault,76
2017,78726,Burglary,84
2017,78726,Motor Vehicle Theft,12
2017,78726,Other,382
2017,78726,Robbery,1
2017,78726,Sexual Assault,10
2017,78726,Theft,97
2017,78727,Aggravated Assault,151
2017,78727,Burglary,384
2017,78727,Motor Vehicle Theft,32
2017,78727,Other,996
2017,78727,Robbery,3
2017,78727,Sexual Assault,16
2017,78727,Theft,211
2017,78728,Aggravated Assault,6
2017,78728,Burglary,4
2017,78728,Other,54
2017,78728,Sexual Assault,1
2017,78728,Theft,8
2017,78729,Aggravated Assault,162
2017,78729,Arson,1
2017,78729,Burglary,236
2017,78729,Manslaughter,1
2017,78729,Motor Vehicle Theft,25
2017,78729,Other,1086
2017,78729,Robbery,13
2017,78729,Sexual Assault,22
2017,78729,Theft,249
